API_BrokerID,API_BrokerReference,API_PartyId,API_PartyCrmIdentifier,API_IsOrganisation,API_OrganisationName,API_Salutation,API_FirstName,API_MiddleName,API_LastName,API_Name,API_SearchName,API_EmailAddress,API_Telephone,API_Fax,API_AddressId,API_AddressName,API_AddressLine1,API_AddressLine2,API_AddressLine3,API_City,API_State,API_Country,API_Postcode,API_IsPrimaryAddress
1261,7037,108687,4f33d109-2106-ea11-a811-000d3a86ac4e,true,OP DE BEECK & WORTH CORREDURIA DE SEGUROS SL,null,null,null,null,OP DE BEECK & WORTH CORREDURIA DE SEGUROS SL,OP DE BEECK & WORTH CORREDURIA DE SEGUROS SL,DANNI@OPDEBEECK-WORTH.COM,+34 952 88 22 73,null,109082,CENTRO COMERCIAL GUADALMINA IV  LOCALES 97-98  29670 SAN PEDRO DE ALCANTARA,null,null,null,MARBELLA,null,SPAIN,null
1260,7035,108147,773b75b5-2afb-e911-a813-000d3a86aa92,true,WG Yachts,null,null,null,null,WG Yachts,WG Yachts,richard@wgyachts.com,01737 552885,null,108534,9 Stagbury Close  Chipstead  Coulsdon  Surrey  CR5 3PH,null,null,null,Coulsdon,null,UNITED KINGDOM,null
1259,7036,108136,97973b87-33fb-e911-a813-000d3a86ad30,true,HP INTERNATIONAL (HELLAS) CORP,null,null,null,null,HP INTERNATIONAL (HELLAS) CORP,HP INTERNATIONAL (HELLAS) CORP,hp@hpintel.com,+30-210-4296880,+30-210-4296885,108523,Afroditis  24 - Piraeus,null,null,null,Piraeus,null,GREECE,null
1258,7033,108042,d4cc7968-e8f7-e911-a813-000d3a86a3f8,true,test1,null,null,null,null,test1,test1,null,null,null,108428,test1address,null,null,null,Birmingham,null,UNITED KINGDOM,null
1257,6244,108019,763beebb-13f7-e911-a813-000d3a86ad30,true,MCGILL AND PARTNERS LTD,,null,null,null,MCGILL AND PARTNERS LTD,MCGILL AND PARTNERS LTD,info@mcgillpartners.com,020 3985 1803,,108405,Suite 806 Lloyd's,1 Lime Street,,,London,,UNITED KINGDOM,EC3M 7HA
1256,6243,107795,c2b61812-eaf0-e911-a812-000d3a86aa92,true,EVMAR MARINE SERVICES LTD,,null,null,null,EVMAR MARINE SERVICES LTD,EVMAR MARINE SERVICES LTD,marine@evmar.gr,00302104284900,00302104284977,108171,2 DEFTERAS MERARCHIAS STR,,,,PIRAEUS,,GREECE,18535
1255,6242,107783,d3754fa7-c3f0-e911-a812-000d3a86a3f8,true,PT Dritama Brokerindo,,null,null,null,PT Dritama Brokerindo,PT Dritama Brokerindo,Henry.wong@dritama.co.id,62-21-4701272/73,62-21-4701262,108159,Kompleks Perkantoran Puloma Blok XI No. 2,Jalan Perintis Kemerdekaan,,,Jakarta Timur,,INDONESIA,13260
1254,6240,107775,4dad3c2a-27f0-e911-a812-000d3a86ad30,true,VANGMAR INSCE BROKERS LTD,,null,null,null,VANGMAR INSCE BROKERS LTD,VANGMAR INSCE BROKERS LTD,INFO@VANGMAR.COM,+302104292020,+302104292224,108149,9 FILELLINON STREET,,,,PIRAEUS,,GREECE,18536
1253,6241,107719,988034f2-28ef-e911-a812-000d3a86a945,true,Risk Broking Pty Ltd,,null,null,null,Risk Broking Pty Ltd,Risk Broking Pty Ltd,info@riskbroking.com.au,(08)82322311,,108090,Level 2/86 Pirie Street,,,,Adelaide,South Australia,AUSTRALIA,
1252,6239,107562,d937a2c9-a3e9-e911-a812-000d3a86a3f8,true,Austbrokers BGA,,null,null,null,Austbrokers BGA,Austbrokers BGA,brokers@bgabrokers.com.au,0362781526,0362286959,107925,PO Box 276,Moonah,,,Tasmania,,AUSTRALIA,7009
1251,6235,107430,0e35c6fd-14e5-e911-a813-000d3a86a3f8,true,Forsyth and Nash Insurance Brokers,,null,null,null,Forsyth and Nash Insurance Brokers,Forsyth and Nash Insurance Brokers,,,,107782,Post Net Suite 172,Private Box X16,,,Constantia,,SOUTH AFRICA,7848
1250,6237,107288,b1225ffc-3de0-e911-a813-000d3a86a945,true,Schill Insurance Brokers,,null,null,null,Schill Insurance Brokers,Schill Insurance Brokers,kschill@schillinsurance.com,6045854445,6045851985,107636,Schill Insurance Brokers Ltd,302-15127 100 Avenue,,,Surrey,British Columbia,CANADA,BC V3F 0NG
1249,6236,107243,dcb3d1d4-e2de-e911-a813-000d3a86ad30,true,Insurnet SL Correduria de Seguros,,null,null,null,Insurnet SL Correduria de Seguros,Insurnet SL Correduria de Seguros,rafalacasa@insurnet.es,+34696522650,,107591,Via Sindicato 69 - 7 1,,,,Palma de Mallorca,,SPAIN,07002
1248,6234,107222,e493aa3a-b6de-e911-a813-000d3a86ac4e,true,Griffiths & Armour Global Risks Limited,,null,null,null,Griffiths & Armour Global Risks Limited,Griffiths & Armour Global Risks Limited,sswainbank@griffithsandarmour.com,02070901106,,107570,One America Square,17 Crosswall,,,London,,UNITED KINGDOM,EC3N 2AD
1247,6233,107182,5a6e4a66-e4dd-e911-a813-000d3a86a8cf,true,Austbrokers City State Pty Ltd,,null,null,null,Austbrokers City State Pty Ltd,Austbrokers City State Pty Ltd,Info@abcitystate.com.au,02 4297 1800,02 4297 1400,107520,PO Box 870,,,,Wollongong NSW,,AUSTRALIA,2520
1246,6232,107020,4bc0bd6d-85d8-e911-a814-000d3a86aa92,true,Siaci Saint Honore,,null,null,null,Siaci Saint Honore,Siaci Saint Honore,alain.folliot@cap-marine.com,,,107356,Espace Leader  rue Gustave Eiffel,,,,76235 Bois-Guillaume,,FRANCE,
1245,6231,107018,782c99d9-84d8-e911-a813-000d3a86a945,true,Siaci Saint Honore,,null,null,null,Siaci Saint Honore,Siaci Saint Honore,nicolas.roux@cap-marine.com,,,107354,Season 39  rue Mstislav Rostropovitch,,,,75815 Paris Cedex 17,,FRANCE,
1244,6230,107016,dd79f8ad-84d8-e911-a813-000d3a86ad30,true,Siaci Saint Honore,,null,null,null,Siaci Saint Honore,Siaci Saint Honore,nicolas.loyer@cap-marine.com,,,107352,6 Rue Rene Viviani,,,,44200 Nantes,,FRANCE,
1243,6228,106861,d462aea7-a4d3-e911-a813-000d3a86ac4e,true,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,null,null,null,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,Tymar (WA) Pty Ltd T/as Zenith Insurance Services,,,,107192,PO Box 121,Osborne Park,,,Western Australia,,AUSTRALIA,6917
1242,6229,106819,5b0490f1-e4d2-e911-a813-000d3a86a3f8,true,Integro USA Inc.,,null,null,null,Integro USA Inc.,Integro USA Inc.,,+1 212 295 8535,,107147,1 State Street,,,,New York,New York,UNITED STATES OF AMERICA,10005
1241,6227,106667,124ffcd6-fdce-e911-a813-000d3a86ac4e,true,Acumen Insurance Pty Ltd,,null,null,null,Acumen Insurance Pty Ltd,Acumen Insurance Pty Ltd,simon@acumeninsurance.com.au,+61 02 82093488,,106993,PO Box 1755  Chatswood,,,,NSW 2057,,AUSTRALIA,
1240,6225,106534,6f3d87f4-4eca-e911-a812-000d3a86a3f8,true,Charlie Chan Capital Partners Pte Ltd,,null,null,null,Charlie Chan Capital Partners Pte Ltd,Charlie Chan Capital Partners Pte Ltd,,,,106857,2 Ewart Park,,,,Singapore,,SINGAPORE  REPUBLIC OF,279729
1239,6226,106531,2b277ee2-4dca-e911-a812-000d3a86ac4e,true,Willis Towers Watson Sigorta Ve Reasurans Broker,,null,null,null,Willis Towers Watson Sigorta Ve Reasurans Broker,Willis Towers Watson Sigorta Ve Reasurans Broker,ozdal.dalokay@willistowerswatson.com,+905396621004,,106854,Astoria A Kule Kat 4,Esentepe,Buyukdere Caddesi No 127,,Istanbul,,TURKEY,34394
1238,6223,106123,cca0fa3f-98c2-e911-a992-0022480053e9,true,IIZI Kindlustusmaakler AS,,null,null,null,IIZI Kindlustusmaakler AS,IIZI Kindlustusmaakler AS,igor.fedotov@iizi.ee,+3725129424,,106442,Harju Maakond  ,Pohja-Tallinna Iinnaosa,Telliskivi tn 60/2,,Tallinn,,ESTONIA  REPUBLIC OF,10412
1237,6162,106053,a73ddb33-0dc0-e911-a992-00224800510b,true,Marsh (PTY) LTD,,null,null,null,Marsh (PTY) LTD,Marsh (PTY) LTD,,031 830 6012,,106370,P.O. Box 782,,,,Umhlanga,,SOUTH AFRICA,4320
1236,6222,105787,cde6946a-4cb8-e911-a992-0022480053e9,true,BM Property sp.z o.o.,,null,null,null,BM Property sp.z o.o.,BM Property sp.z o.o.,,,,106100,BM Property ,Haffnera 6,,,81-717 Sopot,,POLAND,
1235,6217,105759,53588421-ff1b-ea11-a811-000d3a86a8cf,true,Armstrong’s Insurance Brokers Pty Ltd,null,null,null,null,Armstrong’s Insurance Brokers Pty Ltd,Armstrong’s Insurance Brokers Pty Ltd,office@armstrongs.net.au,03 63315455,03 63315488,106070,47 Cameron Street,Launceston,,,Tasmania 7250,,AUSTRALIA,
1234,6220,105752,ab7b858a-6ab4-e911-a992-002248005d88,true,Hub Montreal,null,null,null,null,Hub Montreal,Hub Montreal,,,,106063,HUB International Quebec Limited,1010 rue Sherbrooke Ouest,,,Montreal,Quebec,CANADA,QC H3A 2R7
1233,6221,105690,c3cf21de-03b5-e911-a992-0022480050c6,true,Sri Lanka Insurance Corporation Ltd,null,null,null,null,Sri Lanka Insurance Corporation Ltd,Sri Lanka Insurance Corporation Ltd,sumithr@srilankainsurance.com,+94 11 235 7941,+94 11 2382335,105997,21 Vauxhall Street,,,,Colombo - 02,,SRI LANKA,
1232,6218,105671,68f9f207-43b4-e911-a995-0022480042b3,true,Sri Lanka Insurance Corporation Ltd,null,null,null,null,Sri Lanka Insurance Corporation Ltd,Sri Lanka Insurance Corporation Ltd,,,,105978,21  Vauxhall Street  Colombo 02,,,,Colombo,,SRI LANKA,
1231,6219,105649,005d5721-52b4-e911-a992-002248005d88,true,McGowan Corporate Solutions,,null,null,null,McGowan Corporate Solutions,McGowan Corporate Solutions,craig@mcgowancorp.co.uk,01428 661950,01428 661949,105956,Longdene House ,Hedgehog Lane  ,,,Haslemere ,,UNITED KINGDOM,GU27 2PH
1230,6210,105527,bc61bcb9-40a9-e911-a994-0022480042b3,true,Rainbow Coast Insurance Brokers,null,null,null,null,Rainbow Coast Insurance Brokers,Rainbow Coast Insurance Brokers,rayna_robinson@rcib.com.au,+61 8 9841 8577,,105832,31 Collie Street ,,,,Albany,Western Australia,AUSTRALIA,6330
1229,6216,105467,c4bdc679-bbae-e911-a992-0022480053e9,true,Cambiaso Risso Asia Pte Ltd,null,null,null,null,Cambiaso Risso Asia Pte Ltd,Cambiaso Risso Asia Pte Ltd,marco.daini@cambiasorisso.com,+65 6586 1164,+65 6491 6591,79010,6 Battery Road,#34-01,,,Singapore,,SINGAPORE  REPUBLIC OF,049909
1228,6215,105393,db56776e-f8ad-e911-a995-0022480042b3,true,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,,null,null,null,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,MARCH RISK SOLUTIONSCORREDURIA DE SEGUROS Y REASEGUROS S.A.U,cdelcampo@march-rs.es,+34917811499,,105699,Calle de Lagasca 88 2a ,,,,Madrid ,,SPAIN,28001
1227,6214,105387,1ee0f0c9-f4ad-e911-a992-0022480053e9,true,Circle Marine Insurance Services ,,null,null,null,Circle Marine Insurance Services ,Circle Marine Insurance Services ,alex.hoole@circlemarine.co.uk,02380011858,,105693,The White Building  Suite 1,1-4 Cumberland Place,Southampton,,Hampshire,,UNITED KINGDOM,SO15 2NP
1226,6206,105386,519fd4c0-05b5-e911-a992-00224800510b,true,3 Dimensional Insurance Ltd,null,null,null,null,3 Dimensional Insurance Ltd,3 Dimensional Insurance Ltd,alexandra.vera@3diltd.co.uk,,,105692,Warlies Park House,Horseshoe Hill,,,Essex,,UNITED KINGDOM,EN9 3SL
1225,6212,105321,31c138f3-63ac-e911-a992-002248005d88,true,SMP (Sanctions Cases),,null,null,null,SMP (Sanctions Cases),SMP (Sanctions Cases),,,,105627,The Shipowners' Protection Limited,White Chapel Building,10 Whitechapel High Street,2nd Floor,London,,UNITED KINGDOM,E1 8QQ
1224,6209,105165,0edee6f0-aba7-e911-a990-00224800510b,true,JMD Ross Insurance Brokers Pty Ltd,,null,null,null,JMD Ross Insurance Brokers Pty Ltd,JMD Ross Insurance Brokers Pty Ltd,mshearer@jmdross.com.au,+61 02 9478 0824,+61 02 9906 1199,105466,Level 6  1 Chandos Street,St Leonards,,,Sydney,New South Wales,AUSTRALIA,2065
1223,6207,104863,a990c3e0-099f-e911-a98e-0022480056f9,true,PWS Labuan Ltd,,null,null,null,PWS Labuan Ltd,PWS Labuan Ltd,shahira@pwslabuan.com,+603 2287 7828 ,+603 2287 7829,105140,A-27-6 Level 27  Menara UOA Bangsar,No. 5 Jalan Bangsar Utama 1,,,Kuala Lumpur,,MALAYSIA,59000
1222,6199,104663,b97b8435-8499-e911-a98f-002248005d88,true,E Tay & Associates Sdn Bhd,,null,null,null,E Tay & Associates Sdn Bhd,E Tay & Associates Sdn Bhd,edward@etay.net,,,104939,Unit 22-02 Level 22,Menara Zurich,15 Jalan Dato Abdullah Tahir,,Johor Bahru,,MALAYSIA,80300
1221,6205,104545,51c82b1d-2797-e911-a98e-0022480056f9,true,Knightcorp Insurance Brokers,,null,null,null,Knightcorp Insurance Brokers,Knightcorp Insurance Brokers,insurance@knightcorp.net.au,61 8 9389 7372,,104808,Level 7,5 Mill Street,,,Perth ,WA,AUSTRALIA,6000
1220,6121,104490,350ce192-5c96-e911-a98f-00224800510b,true,THB Korea Insurance Brokers Ltd,,null,null,null,THB Korea Insurance Brokers Ltd,THB Korea Insurance Brokers Ltd,marine@thbkorea.com,+8227257007,,104752,Suite 502  Taesung Bldg. ,#22 Sejong-daero 21-gil  Jung-gu ,,,Seoul,,KOREA  REPUBLIC OF,04519
1219,6204,104392,9c989e72-7392-e911-a98e-0022480056f9,true,BIB INSURANCE BROKERS SDN BHD,,null,null,null,BIB INSURANCE BROKERS SDN BHD,BIB INSURANCE BROKERS SDN BHD,creditcontrol@bib.com.my,603 9078 2480,60.3 9078 2485,104652,LOT 05.01  LEVEL 5 ,WISMA HONG LEONG ,NO. 18  JALAN PERAK ,,50450 KL,,MALAYSIA,
1218,6191,104356,10fd6152-ba91-e911-a990-0022480053e9,true,Marsh LLC Insurance Brokers,,null,null,null,Marsh LLC Insurance Brokers,Marsh LLC Insurance Brokers,Nikolaos.Rekantzis@marsh.com,+30 210 8176 075,+30 210 8176 040,104615,8-10 Sorou and Dimitsanas  ,15125 Marousi ,,,Athens,,GREECE,
1217,6200,104274,d3ed9e57-968e-e911-a98e-002248005d88,true,Craig Stansfield Ltd T/A CS Insurance Brokers,,null,null,null,Craig Stansfield Ltd T/A CS Insurance Brokers,Craig Stansfield Ltd T/A CS Insurance Brokers,ag@csinsurance.london,02039629971,,104529,6th Floor  Dukes House ,32-38 Dukes Place ,,,London,,UNITED KINGDOM,EC3A 7LP
1216,6202,104271,733280e9-958e-e911-a98e-002248005d88,true,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,,null,null,null,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,Pioneer Insurance & Reinsurance Brokers Pvt Ltd,gsharma@pincinsure.com,912266188548,,104526,1219 Maker Chambers-V,Nariman Point,,,Mumbai,,INDIA,400021
1215,6201,104225,41d71ffc-c08d-e911-a992-0022480042b3,true,Hub International Ontario,,null,null,null,Hub International Ontario,Hub International Ontario,,,,104480,HUB International Ontario Limited,595 Bay Street  Suite 900,,,Toronto,Ontario,CANADA,M5G 2E3
1214,6196,104076,5ca14761-3f88-e911-a98f-0022480053e9,true,Shangri-La Hotel Public Company Ltd,,null,null,null,Shangri-La Hotel Public Company Ltd,Shangri-La Hotel Public Company Ltd,,,,104330,89 Soi Wat Suan Plu  New Road  Bangrak,,,,Bangkok,,THAILAND,10500
1213,6197,104074,cf9448b3-3b88-e911-a992-0022480042b3,true,CR Orion,,null,null,null,CR Orion,CR Orion,nick.little@crorion.com,0097143697287,,104328,2301 Fortune Executive Tower  ,JLT ,PO Box 309118  ,,Dubai,,UNITED ARAB EMIRATES,
1212,6195,103939,8a94c1ab-aa83-e911-a98d-0022480053e9,true,HdB Srl,,null,null,null,HdB Srl,HdB Srl,,,,104178,Via Roma 6/10,16121,,,Genova,,ITALY,
1211,6194,103901,8adb49c6-de82-e911-a98b-0022480056f9,true,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,,null,null,null,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,Sparaxis Pty Ltd t/as CentreWest Insurance Broker ,enquiries@centrewest.com.au,61893497900,61893497677,104140,Centrewest Insurance Broker ,PO box 636,,,Balcatta WA,,AUSTRALIA,6914
1210,6193,103805,688115d4-5d81-e911-a98c-00224800510b,true,PT Adonai Pialang Asuransi,,null,null,null,PT Adonai Pialang Asuransi,PT Adonai Pialang Asuransi,aditya@adonai.co.id,628111562333,,104043,Graha Adonai ,Ruko Taman ,Bougenville Estate Blok A,No. 33-34  Jatibening  ,Kalimalang  Bekasi,,INDONESIA,
1209,6192,103787,be8b25c9-1f81-e911-a990-0022480042b3,true,Principal Re Limited,,null,null,null,Principal Re Limited,Principal Re Limited,amalia@principalrelimited.com,60378319859,60378314859,104025,No. 7A Tingkat 1,Jalan Juruwang B U1/B,Laman Glenmarie,40150 Shah Alam,Selangor,,MALAYSIA,
1208,6190,103588,83833cfa-a17b-e911-a98d-0022480053e9,true,Lion Underwriting Pty Ltd,,null,null,null,Lion Underwriting Pty Ltd,Lion Underwriting Pty Ltd,kurt@lionunderwriting.com.au,0280428200,,103819,Unit 34  17 Carins Street,,,,Loganholme,QLD,AUSTRALIA,
