API_SignatoryStateId,API_Id,API_AddressName,API_AddressLine1,API_AddressLine2,API_AddressLine3,API_StateOrCounty,API_City,API_Country,API_PostCode,API_PrimaryAddress,API_isThePrimaryAddress
739,832,SIERRA LEONE MARITIME ADMINISTRATION,MARITIME HOUSE #6,GOVERNMENT WHARF FERRY TERMINAL,,,FREETOWN,SIERRA LEONE,,false
699,769,Bureau of Fisheries ,Ministry of Agriculture and Rural Affairs ,P.R.China,No.11 Nongzhan Nanli ,,Beijing ,CHINA  PEOPLES REPUBLIC OF,100125,false
699,769,Bureau of Fisheries ,Ministry of Agriculture and Rural Affairs ,P.R.China,No.11 Nongzhan Nanli ,,Beijing ,CHINA  PEOPLES REPUBLIC OF,100125,false
699,769,Bureau of Fisheries ,Ministry of Agriculture and Rural Affairs ,P.R.China,No.11 Nongzhan Nanli ,,Beijing ,CHINA  PEOPLES REPUBLIC OF,100125,false
699,769,Bureau of Fisheries ,Ministry of Agriculture and Rural Affairs ,P.R.China,No.11 Nongzhan Nanli ,,Beijing ,CHINA  PEOPLES REPUBLIC OF,100125,false
698,718,Directorate General of Sea Communications ,Jl. Merdeka Barat No.8,,,,Jakarta Pusat,INDONESIA,10110,false
697,717,Directorate General of Sea Communications ,Jl. Merdeka Barat No.8,,,,Jakarta Pusat,INDONESIA,10110,false
696,759,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
696,759,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
696,759,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
696,759,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
695,758,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
695,758,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
695,758,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
695,758,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
695,758,Ningbo,Ningbo Maritime Safety Administration of People's Republic of China,No.351 Renmin Road,Jiangbei District,,Ningbo,CHINA  PEOPLES REPUBLIC OF,,false
693,713,Viet nam Maritime Administration,No. 8 Pham Hung - Mai Dich,null,null,null,Cau Giay - Ha Noi,Vietnam,null,true
692,712,Isle of Man Ship Registry,St Georges Court,Upper Church Street,null,Isle of Man,Douglas,United Kingdom,IM1 1EX,true
691,711,Gibraltar Maritime Administration (GMA),Watergate House 2/8 Casemates Square,P.O. Box 71,null,null,null,United Kingdom,null,true
690,710,Maritime Authority of the Cayman Islands - Cayman Islands Shipping Registry (CISR),3rd Floor  Kirk House,22 Albert Panton Street,null,Cayman Islands,George Town  Grand Cayman,United Kingdom,Box 2256,true
689,735,Bermuda Government,Bermuda Shipping and Maritime Authority,3rd Floor  Global House ,43 Church Street,,Hamilton ,BERMUDA,HM 12,false
689,735,Bermuda Government,Bermuda Shipping and Maritime Authority,3rd Floor  Global House ,43 Church Street,,Hamilton ,BERMUDA,HM 12,false
688,708,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,true
687,707,Tuvalu Ship Registry,null,null,null,Vaiaku  Funafuti,null,Tuvalu,null,true
686,706,Togo Maritime Administration,null,null,null,null,null,null,null,false
686,706,Togo Maritime Administration,null,null,null,null,null,null,null,false
685,704,Swiss Maritime Navigation Office (SMNO),Elisabethenstrasse 33,P.O. Box,null,null,Basel,Switzerland,CH-4010,true
684,703,Swedish Transport Agency, SE-601 73 Norrkoping,null,null,null,null,Sweden,null,true
683,702,Ministry of Development  Director General of the Merchant Marine,C/ Ruiz de Alarcón  1,null,null,null,Madrid,Spain,28071,true
682,701,South African Maritime Safety Authority (SAMSA),146 Lunnon Road Cnr Jan Shoba & Lunnon Road,null,null,Pretoria,Hillcrest,South Africa,183,true
681,700,Maritime and Port Authority of Singapore (MPA), MPA Shipping Division  460 Alexandra Road,#21-00  PSA Building,null,Singapore,null,Singapore,119963,true
680,699,null,null,null,null,null,null,Seychelles,null,true
679,698, Ministry of Construction  Transport and Infrastructure - Sector for Water Transport and Safety of Navigation,Nemanjina 22-26,null,null,Serbia,Belgrade,Serbia,11000,true
678,697,null,null,null,null,null,null,Samoa,null,true
677,696,St. Kitts & Nevis International Ship Registry,Stolt-Nielsen House  1-5 Oldchurch Road,Romford  Essex,null,null,null,Saint Kitts and Nevis,RM7 0BQ,true
676,695,St. Vincent & the Grenadines Maritime Administration, Cruise Ship Berth,P.O. Box 2857,null,null,Kingstown,Saint Vincent and the Grenadines,null,true
675,694,Ministry of Transport of the Russian Federation (MINTRAS),ul.Rozhdestvenka  1  p.1,null,null,null,Moscow,RUSSIAN FEDERATION,109012,true
674,693,Ministry of Maritime Economy and Inland Navigation,Department of Maritime Economy,Nowy Swiat 6/12,null,null,Warsaw,Poland,00-400,true
673,691,Department of Labor and Employment (DOLE),5/f DOLE Building,Gen. Luna Wing  Intramuros,null,null,Manila,Philippines,null,false
673,691,Department of Labor and Employment (DOLE),5/f DOLE Building,Gen. Luna Wing  Intramuros,null,null,Manila,Philippines,null,false
673,691,Department of Labor and Employment (DOLE),5/f DOLE Building,Gen. Luna Wing  Intramuros,null,null,Manila,Philippines,null,false
672,689,Panama Maritime Authority,PanCanal Building,Ave. Omar Torrijos Herrera-Albrook,null,Panama City,0843 Balboa Ancón,Panama,533,true
671,688,Palau International Ship Registry,16701 Greenspoint Park Drive  Suite 155,null,null,TX,Houston,USA,77060,true
670,687,Norwegian Maritime Authority (NMA),P.O.Box 2222,null,null,null,Haugesund,Norway,NO-5509,true
669,686,The Nigerian Maritime Administration and Safety Agency (NIMASA),Maritime House,#4  Burma Road  Apapa 5804800 - 4,null,null,Lagos,Nigeria,null,true
668,685,null,null,null,null,null,null,Nicaragua,null,true
667,684,Directorate of Shipping & Maritime Affairs,Seru Mahuma z/n,,,,Netherlands Antilles,CURACAO,,true
666,683,Ministery of Infrastructure and Water Management,Netherlands Shipping Inspectorate,Postbox 16191,,,2500 BD Den Haag,NETHERLANDS,,true
665,681,Ministry of Equipment and Transport, Boulevard Houphouet Boigny,null,null,null,Casablanca,Morocco,null,true
664,680,null,null,null,null,null,null,Montenegro,null,true
663,679,Mongolia Maritime Administration (Operations),Mongolia Ship Registry,133 New Bridge Road,,,#16-02 Chinatown Point 059413,SINGAPORE  REPUBLIC OF,,true
662,678,Ministry of Public Infrastructure,National Development Unit,Land Transport and  Shipping,4th Floor  New Government Centre,,Port-Louis,MAURITIUS,,true
661,677,Marshall Islands Maritime and Corporate Administrators  Inc. c/o International Registries  Inc.,Attn: Regulatory Affairs,11495 Commerce Park Drive,null,VA,Reston,Marshall Islands,20191-1506,true
660,676,Transport Malta  Ports & Yachting Directorate,Malta Transport Centre,null,null,null,Marsa,Malta,MRS 1917,true
659,675,null,null,null,null,null,null,null,null,true
658,674,Marine Department of Malaysia,P.O. Box 12 Jalan Limbungan,null,null,null,Port Klang Selangor,Malaysia,42007,true
657,673,Luxembourg Maritime Administration,19-21  Boulevard Royal,null,null,null,null,Luxembourg,L-2449,true
656,672,Lithuanian Transport Safety Administration,Svitrigailos str. 42,LT-03209 ,,,Vilnius,LITHUANIA  REPUBLIC OF,,true
655,671,Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,null,null,null,Monrovia,Liberia,null,false
655,671,Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,null,null,null,Monrovia,Liberia,null,false
655,671,Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,null,null,null,Monrovia,Liberia,null,false
654,668,Latvian Maritime Authority,5 Trijadibas Str,null,null,null,Riga,Latvia,LV-1048,true
653,667,Minitry of Oceans and Fisheries,Sejong Government Complex,94  Dasom 2ro,null,Republic of Korea,Sejong-si,Republic of Korea,30110,true
652,666,Ministry of Information  Communication and Transport  Marine Division,Betio P.O. Box 487,,,,Tarawa,KIRIBATI,,true
651,665,Kenya Maritime Authority,null,null,null,Kenya,Mombasa,Kenya,null,true
650,664,Ministry of Land  Infrastructure  Transport and Tourism (MLIT),2-1-3 Kasumigaseki,null,null,Tokyo,Chiyoda-ku,Japan,100-8918,true
649,663,Ministry of Transport - Directorate General for the supervision of port authorities  port facilities and maritime transport and inland waterways,Viale dell Arte  16,null,null,null,Rome,Italy,144,true
648,662,The Marine Survey Office (MSO) of the Irish Maritime Administration (IMA),Department of Transport  Tourism and Sport,Leeson Lane,null,null,Dublin 2,Ireland,null,true
647,661,Director General of Marine Operation & Maritime Safety,null,null,null,null,null,Iran  Islamic Republic of,null,true
646,660,Mercantile Marine Dept  Pratishtha Bhavan,101 Maharshi Karve Road,,,,Mumbai,INDIA,,true
645,659,National Transport Authority  Road  Railway and Shipping Authority  Department for Shipping,Teréz krt. 62,null,null,null,Budapest,Hungary,H-1066,true
644,658,Ministry of Shipping  Maritime Affairs & the Aegean,Akti vaseliadi,Gates E1-E2,null,null,Piraeus,Greece,18510,true
643,657,Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Dienststelle Schiffssicherheit der BG Verkehr,Brandstwiete 1,null,null,Hamburg,Germany,D-20457,false
643,657,Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Dienststelle Schiffssicherheit der BG Verkehr,Brandstwiete 1,null,null,Hamburg,Germany,D-20457,false
642,655,The Ghana Maritime Authority (GMA),No. E354/3  3rd Avenue  East Ridge,Ministries Post Office,null,Accra,null,Ghana,PMB 34,true
641,654,null,null,null,null,null,null,Gabon,null,true
640,653,Direction des Affaires Maritimes,2 bis  rue Félix Russeil,BP. 36,null,null,Noumea Cedex,France,98845,true
640,653,Direction des Affaires Maritimes,2 bis  rue Félix Russeil,BP. 36,null,null,Noumea Cedex,France,98845,true
639,651,The Ministry of Employment and the Economy,Aleksanterinkatu 4,P.O. Box 32  FI-00023 GOVERNMENT,null,null,Helsinki,Finland,null,true
638,650,The Maritime Safety Authority of Fiji (MSAF), Level 4 Kadavu House,414 Victoria Parade,null,null,Suva,Fiji,null,true
637,649,The Faroese Maritime Authority,null,null,null,null,null,Denmark ,null,true
636,648,Danish Maritime Authority,Fjordvænget 30,,,,DK-4220 Korsør,DENMARK,,true
635,647,Ministry of Communications and Works Department of Merchant Shipping (DMS),P.O. Box 56193,null,null,null, Lemesos,Cyprus,3305,true
634,646, Ministry of Maritime Affairs  Transport and Infrastructure,Prisavlje 14,HR-10000,null,null,Zagreb,Croatia,null,true
633,645,null,null,null,null,null,null,Congo,null,true
632,644,Transport Canada  Safety and Security,330 Sparks Street  11th floor (AMS),Place de Ville  Tower C,null,null,Ottawa,Canada,K1A 0N8,true
631,643,null,null,null,null,null,null,null,null,true
630,642,Bulgarian Maritime Administration (BMA),Diakon Ignatii Str,9. - 1000,null,null,Sofia,Bulgaria,null,true
629,641,Federal Ministry of Labor and Social Policy,Marka Marulica 2,null,null,null,Sarajevo,Bosnia and Herzegovina,71000,true
628,640,Ministry of Labour and Public Administration of Benin,null,null,null,null,null,Benin,null,true
627,639,International Merchant Marine Registry of Belize (IMMARBE),Marina Towers,Suite 204,Newton Barracks,null,Belize City,Belize,null,true
626,638,Federal Public Service Mobility and Transport  Maritime Transport,Directorate General Shipping,City Atrium,Vooruitgangstraat 56 / Rue du Progres 56,, Brussels,BELGIUM,B-1210 ,true
625,637,Ministry of Labour,3rd Floor West ,Warrens Office Complex,null,null,St. Michael,Barbados,null,true
624,636,null,null,null,null,null,null,Bangladesh,null,true
623,635,The Bahamas Maritime Authority,Shirlaw House  87 Shirley Street,PO Box N-4679,null,null,Nassau,Bahamas,null,true
622,634,Australian Maritime Safety Authority (AMSA),AMSA Head Office  Information Centre,82 Northbourne Avenue,null,null,Braddon ACT,Australia,2612,true
621,633,Prefectura Naval Argentina,Av. Eduardo Madero 235,C1106ACC,,,Ciudad Autónoma de Buenos Aires ,ARGENTINA,,true
620,632,Antigua and Barbuda Department of Marine Services and Merchant Shipping (ADOMS),Corner of Popeshead and Dickenson Bay Streets,P.O. Box 1394,null,Antigua  W.I., St. John’s,Antigua and Barbuda,1394,true
618,630,Viet nam Maritime Administration,No. 8 Pham Hung - Mai Dich,null,null,null,Cau Giay - Ha Noi,Vietnam,null,true
617,629,Isle of Man Ship Registry,St Georges Court,Upper Church Street,null,Isle of Man,Douglas,United Kingdom,IM1 1EX,true
616,628,Gibraltar Maritime Administration (GMA),Watergate House 2/8 Casemates Square,P.O. Box 71,null,null,null,United Kingdom,null,true
615,627,Maritime Authority of the Cayman Islands - Cayman Islands Shipping Registry (CISR),3rd Floor  Kirk House,22 Albert Panton Street,null,Cayman Islands,George Town  Grand Cayman,United Kingdom,Box 2256,true
614,734,Bermuda Government,Bermuda Shipping and Maritime Authority,3rd Floor  Global House ,43 Church Street,,Hamilton ,BERMUDA,HM 12,false
614,734,Bermuda Government,Bermuda Shipping and Maritime Authority,3rd Floor  Global House ,43 Church Street,,Hamilton ,BERMUDA,HM 12,false
613,625,Civil Liability Certificates (CLC) Team,Maritime & Coastguard Agency,Registry of Shipping and Seamen,Anchor Court  Keen Road,,Cardiff,UNITED KINGDOM,CF24 5JW,true
612,624,Tuvalu Ship Registry,null,null,null,Vaiaku  Funafuti,null,Tuvalu,null,true
611,623,Togo Maritime Administration,null,null,null,null,null,null,null,false
611,623,Togo Maritime Administration,null,null,null,null,null,null,null,false
610,621,Swiss Maritime Navigation Office (SMNO),Elisabethenstrasse 33,P.O. Box,null,null,Basel,Switzerland,CH-4010,true
609,620,Swedish Transport Agency, SE-601 73 Norrkoping,null,null,null,null,Sweden,null,true
608,619,Ministry of Development  Director General of the Merchant Marine,C/ Ruiz de Alarcón  1,null,null,null,Madrid,Spain,28071,true
607,618,South African Maritime Safety Authority (SAMSA),146 Lunnon Road Cnr Jan Shoba & Lunnon Road,null,null,Pretoria,Hillcrest,South Africa,183,true
606,617,Maritime and Port Authority of Singapore (MPA), MPA Shipping Division  460 Alexandra Road,#21-00  PSA Building,null,Singapore,null,Singapore,119963,true
605,616,null,null,null,null,null,null,Seychelles,null,true
604,615, Ministry of Construction  Transport and Infrastructure - Sector for Water Transport and Safety of Navigation,Nemanjina 22-26,null,null,Serbia,Belgrade,Serbia,11000,true
603,614,null,null,null,null,null,null,Samoa,null,true
602,613,St. Kitts & Nevis International Ship Registry,Stolt-Nielsen House  1-5 Oldchurch Road,Romford  Essex,null,null,null,Saint Kitts and Nevis,RM7 0BQ,true
601,612,St. Vincent & the Grenadines Maritime Administration, Cruise Ship Berth,P.O. Box 2857,null,null,Kingstown,Saint Vincent and the Grenadines,null,true
600,611,Ministry of Transport of the Russian Federation (MINTRAS),ul.Rozhdestvenka  1  p.1,null,null,null,Moscow,RUSSIAN FEDERATION,109012,true
599,610,Ministry of Maritime Economy and Inland Navigation,Department of Maritime Economy,Nowy Swiat 6/12,null,null,Warsaw,Poland,00-400,true
598,608,Department of Labor and Employment (DOLE),5/f DOLE Building,Gen. Luna Wing  Intramuros,null,null,Manila,Philippines,null,false
598,608,Department of Labor and Employment (DOLE),5/f DOLE Building,Gen. Luna Wing  Intramuros,null,null,Manila,Philippines,null,false
598,608,Department of Labor and Employment (DOLE),5/f DOLE Building,Gen. Luna Wing  Intramuros,null,null,Manila,Philippines,null,false
597,606,Panama Maritime Authority,PanCanal Building,Ave. Omar Torrijos Herrera-Albrook,null,Panama City,0843 Balboa Ancón,Panama,533,true
596,605,Palau International Ship Registry,16701 Greenspoint Park Drive  Suite 155,null,null,TX,Houston,USA,77060,true
595,604,Norwegian Maritime Authority (NMA),P.O.Box 2222,null,null,null,Haugesund,Norway,NO-5509,true
594,603,The Nigerian Maritime Administration and Safety Agency (NIMASA),Maritime House,#4  Burma Road  Apapa 5804800 - 4,null,null,Lagos,Nigeria,null,true
593,602,null,null,null,null,null,null,Nicaragua,null,true
592,601,Directorate of Shipping & Maritime Affairs,Seru Mahuma z/n,,,,Netherlands Antilles,CURACAO,,true
591,600,Ministery of Infrastructure and Water Management,Netherlands Shipping Inspectorate,Postbox 16191,,,2500 BD Den Haag,NETHERLANDS,,true
590,598,Ministry of Equipment and Transport, Boulevard Houphouet Boigny,null,null,null,Casablanca,Morocco,null,true
589,597,null,null,null,null,null,null,Montenegro,null,true
588,719,Mongolia Maritime Administration (Operations),Mongolia Ship Registry ,133 New Bridge Road,,,16-02 Chinatown Point 059413,SINGAPORE  REPUBLIC OF,,false
587,595,Ministry of Public Infrastructure,National Development Unit,Land Transport and Shipping,4th Floor  New Government Centre,,Port- Louis,MAURITIUS,,true
586,594,Marshall Islands Maritime and Corporate Administrators  Inc. c/o International Registries  Inc.,Attn: Regulatory Affairs,11495 Commerce Park Drive,null,VA,Reston,Marshall Islands,20191-1506,true
585,593,Transport Malta  Ports & Yachting Directorate,Malta Transport Centre,null,null,null,Marsa,Malta,MRS 1917,true
584,592,null,null,null,null,null,null,null,null,true
583,591,Marine Department of Malaysia,P.O. Box 12 Jalan Limbungan,null,null,null,Port Klang Selangor,Malaysia,42007,true
582,590,Luxembourg Maritime Administration,19-21  Boulevard Royal,null,null,null,null,Luxembourg,L-2449,true
581,589,Lithuanian Transport Safety Administration,Svitrigailos str. 42,LT-03209 ,,,Vilnius,LITHUANIA  REPUBLIC OF,,true
580,588,Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,null,null,null,Monrovia,Liberia,null,false
580,588,Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,null,null,null,Monrovia,Liberia,null,false
580,588,Liberia Maritime Authority (LMA),Tubman Boulevard  Sinkor,null,null,null,Monrovia,Liberia,null,false
579,585,Latvian Maritime Authority,5 Trijadibas Str,null,null,null,Riga,Latvia,LV-1048,true
578,584,Minitry of Oceans and Fisheries,Sejong Government Complex,94  Dasom 2ro,null,Republic of Korea,Sejong-si,Republic of Korea,30110,true
577,583,Ministry of Information  Communication and Transport  Marine Division,Betio P.O. Box 487,,,,Tarawa,KIRIBATI,,true
576,582,Kenya Maritime Authority,null,null,null,Kenya,Mombasa,Kenya,null,true
575,581,Ministry of Land  Infrastructure  Transport and Tourism (MLIT),2-1-3 Kasumigaseki,null,null,Tokyo,Chiyoda-ku,Japan,100-8918,true
574,580,Ministry of Transport - Directorate General for the supervision of port authorities  port facilities and maritime transport and inland waterways,Viale dell Arte  16,null,null,null,Rome,Italy,144,true
573,579,The Marine Survey Office (MSO) of the Irish Maritime Administration (IMA),Department of Transport  Tourism and Sport,Leeson Lane,null,null,Dublin 2,Ireland,null,true
572,578,Director General of Marine Operation & Maritime Safety,null,null,null,null,null,Iran  Islamic Republic of,null,true
571,577,Mercantile Marine Dept  Pratishtha Bhavan,101 Maharshi Karve Road,,,,Mumbai,INDIA,,true
570,576,National Transport Authority  Road  Railway and Shipping Authority  Department for Shipping,Teréz krt. 62,null,null,null,Budapest,Hungary,H-1066,true
569,575,Ministry of Shipping  Maritime Affairs & the Aegean,Akti vaseliadi,Gates E1-E2,null,null,Piraeus,Greece,18510,true
568,574,Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Dienststelle Schiffssicherheit der BG Verkehr,Brandstwiete 1,null,null,Hamburg,Germany,D-20457,false
568,574,Berufsgenossenschaft fuer Transport und Verkehrswirtschaft (BG Verkehr),Dienststelle Schiffssicherheit der BG Verkehr,Brandstwiete 1,null,null,Hamburg,Germany,D-20457,false
567,572,The Ghana Maritime Authority (GMA),No. E354/3  3rd Avenue  East Ridge,Ministries Post Office,null,Accra,null,Ghana,PMB 34,true
566,571,null,null,null,null,null,null,Gabon,null,true
565,570,Direction des Affaires Maritimes,2 bis  rue Félix Russeil,BP. 36,null,null,Noumea Cedex,France,98845,true
565,570,Direction des Affaires Maritimes,2 bis  rue Félix Russeil,BP. 36,null,null,Noumea Cedex,France,98845,true
564,568,The Ministry of Employment and the Economy,Aleksanterinkatu 4,P.O. Box 32  FI-00023 GOVERNMENT,null,null,Helsinki,Finland,null,true
563,567,The Maritime Safety Authority of Fiji (MSAF), Level 4 Kadavu House,414 Victoria Parade,null,null,Suva,Fiji,null,true
562,566,The Faroese Maritime Authority,null,null,null,null,null,Denmark ,null,true
561,565,Danish Maritime Authority,Fjordvænget 30,,,,DK-4220 Korsør,DENMARK,,true
560,564,Ministry of Communications and Works Department of Merchant Shipping (DMS),P.O. Box 56193,null,null,null, Lemesos,Cyprus,3305,true
559,563, Ministry of Maritime Affairs  Transport and Infrastructure,Prisavlje 14,HR-10000,null,null,Zagreb,Croatia,null,true
