API_SignatoryStateId,API_Id,API_AddressName,API_AddressLine1,API_AddressLine2,API_AddressLine3,API_StateOrCounty,API_City,API_Country,API_PostCode,API_PrimaryAddress,API_isThePrimaryAddress
739,832,SIERRA LEONE MARITIME ADMINISTRATION,MARITIME HOUSE #6,GOVERNMENT WHARF FERRY TERMINAL,,,FREETOWN,SIERRA LEONE,,false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
699  699  699  699  699  699  699  699  699  699  699  699,769  748  747  720  829  757  835  740  823  724  822  752,Bureau of Fisheries   Guangdong Maritime Safety Administration of the People’s Republic of China  Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of the Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  Shanghai Maritime Bureau of the People’s Republic of China  Shenzhen Maritime Safety Administration  Xiamen Maritime Safety Administration of the People's Republic of China  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA,Ministry of Agriculture and Rural Affairs   No.47 Yi Le Road  # 520 Binjiang Road East  No.11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  Maritime Building   Haian Centre   No.19  Haicang Av.  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD,P.R.China    Haizhu District      No.351 Renmin Road  Shibei District  No. 190  Siping Road  2031 Binhe Road   Xiamen  Gongshu District    DINGHAI DISTRICT,No.11 Nongzhan Nanli           Jiangbei District            ,                      ,Beijing   Guangzhou   Guangzhou  Beijing    Nanjing 210009  Ningbo  Qingdao  Shandong  Shanghai 200086  Shenzhen  Fujian  Hangzhou   ZHOUSHAN,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100125      100736      266011          ,false  false  false  false  false  false  false  false  false  false  false  false
