SQL_SignatoryStateId,API_SignatoryStateId,SQL_Id,API_Id,SQL_AddressName,API_AddressName,SQL_AddressLine1,API_AddressLine1,SQL_AddressLine2,API_AddressLine2,SQL_AddressLine3,API_AddressLine3,SQL_StateOrCounty,API_StateOrCounty,SQL_City,API_City,SQL_Country,API_Country,SQL_PostCode,API_PostCode,SQL_isThePrimaryAddress,API_isThePrimaryAddress,Test Case Status
513,513  513  513,513,532  524  513,Federal State Institution,Federal State Institution  Russian Ministry of Transport Marine Fleet Department  Federal State Institution,Administration of Sea Port "The Big Port of St. Petersburg",Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  Sadovo-Samotechnaya Street  10  Administration of Sea Port "The Big Port of St. Petersburg",(FSI "ASP "BPSt. - Petersburg"),7  Petra Velikogo emb.  RF- 236006  Moscow  (FSI "ASP "BPSt. - Petersburg"),Harbour Master,Kaliningrad  Russia  Harbour Master,Harbour Master,Kaliningrad  Russia  Harbour Master,Harbour Master,Kaliningrad  Russia  Harbour Master,RUSSIAN FEDERATION,KALININGRAD  RUSSIAN FEDERATION  RUSSIAN FEDERATION,null,RUSSIAN FEDERATION  null  null,True,false  false  true,Test Case Failed
513,513  513  513,524,532  524  513,Russian Ministry of Transport Marine Fleet Department,Federal State Institution  Russian Ministry of Transport Marine Fleet Department  Federal State Institution,Sadovo-Samotechnaya Street  10,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  Sadovo-Samotechnaya Street  10  Administration of Sea Port "The Big Port of St. Petersburg",Moscow,7  Petra Velikogo emb.  RF- 236006  Moscow  (FSI "ASP "BPSt. - Petersburg"),Russia,Kaliningrad  Russia  Harbour Master,Russia,Kaliningrad  Russia  Harbour Master,Russia,Kaliningrad  Russia  Harbour Master,RUSSIAN FEDERATION,KALININGRAD  RUSSIAN FEDERATION  RUSSIAN FEDERATION,null,RUSSIAN FEDERATION  null  null,False,false  false  true,Test Case Failed
513,513  513  513,532,532  524  513,Federal State Institution,Federal State Institution  Russian Ministry of Transport Marine Fleet Department  Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  Sadovo-Samotechnaya Street  10  Administration of Sea Port "The Big Port of St. Petersburg",7  Petra Velikogo emb.  RF- 236006,7  Petra Velikogo emb.  RF- 236006  Moscow  (FSI "ASP "BPSt. - Petersburg"),Kaliningrad,Kaliningrad  Russia  Harbour Master,Kaliningrad,Kaliningrad  Russia  Harbour Master,Kaliningrad,Kaliningrad  Russia  Harbour Master,KALININGRAD,KALININGRAD  RUSSIAN FEDERATION  RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION  null  null,False,false  false  true,Test Case Failed
512,512  512  512,531,531  523  512,Federal State Institution,Federal State Institution  Russian Ministry of Transport Marine Fleet Department  Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  Sadovo-Samotechnaya Street  10  Administration of Sea Port "The Big Port of St. Petersburg",7  Petra Velikogo emb.  RF- 236006,7  Petra Velikogo emb.  RF- 236006  Moscow  (FSI "ASP "BPSt. - Petersburg"),Kaliningrad,Kaliningrad  Russia  Harbour Master,Kaliningrad,Kaliningrad  Russia  Harbour Master,Kaliningrad,Kaliningrad  Russia  Harbour Master,KALININGRAD,KALININGRAD  RUSSIAN FEDERATION  RUSSIAN FEDERATION,RUSSIAN FEDERATION,RUSSIAN FEDERATION  null  null,False,false  false  true,Test Case Failed
512,512  512  512,523,531  523  512,Russian Ministry of Transport Marine Fleet Department,Federal State Institution  Russian Ministry of Transport Marine Fleet Department  Federal State Institution,Sadovo-Samotechnaya Street  10,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  Sadovo-Samotechnaya Street  10  Administration of Sea Port "The Big Port of St. Petersburg",Moscow,7  Petra Velikogo emb.  RF- 236006  Moscow  (FSI "ASP "BPSt. - Petersburg"),Russia,Kaliningrad  Russia  Harbour Master,Russia,Kaliningrad  Russia  Harbour Master,Russia,Kaliningrad  Russia  Harbour Master,RUSSIAN FEDERATION,KALININGRAD  RUSSIAN FEDERATION  RUSSIAN FEDERATION,null,RUSSIAN FEDERATION  null  null,False,false  false  true,Test Case Failed
512,512  512  512,512,531  523  512,Federal State Institution,Federal State Institution  Russian Ministry of Transport Marine Fleet Department  Federal State Institution,Administration of Sea Port "The Big Port of St. Petersburg",Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  Sadovo-Samotechnaya Street  10  Administration of Sea Port "The Big Port of St. Petersburg",(FSI "ASP "BPSt. - Petersburg"),7  Petra Velikogo emb.  RF- 236006  Moscow  (FSI "ASP "BPSt. - Petersburg"),Harbour Master,Kaliningrad  Russia  Harbour Master,Harbour Master,Kaliningrad  Russia  Harbour Master,Harbour Master,Kaliningrad  Russia  Harbour Master,RUSSIAN FEDERATION,KALININGRAD  RUSSIAN FEDERATION  RUSSIAN FEDERATION,null,RUSSIAN FEDERATION  null  null,True,false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,510,529  825  746  763  792  762  520  771  510,Federal State Institution,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,Administration of Sea Port "The Bolshoy Port of St. Petersburg",Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",(FSI "ASP "BPSt. - Petersburg"),7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Harbour Master,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,True,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,520,529  825  746  763  792  762  520  771  510,Russian Ministry of Transport Marine Fleet Department,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,Sadovo-Samotechnaya Street  10,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Russia,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,529,529  825  746  763  792  762  520  771  510,Federal State Institution,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA),Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",7  Petra Velikogo emb.  RF- 236006,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Kaliningrad,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,762,529  825  746  763  792  762  520  771  510,PORT OF NOVOROSSIYSK,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,2 Mira Str,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",353900,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Krasnodar Region,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,763,529  825  746  763  792  762  520  771  510,Harbour Master of the Port of Astrakhan ,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,Zhelyabova 1,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Astrakhan 414000 ,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,771,529  825  746  763  792  762  520  771  510,THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,2  KOMSOMOLSKY SPUSK STR.,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",ROSTOV REGION,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,TAGANROG  347922,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,746,529  825  746  763  792  762  520  771  510,Harbour Master of Port Temryuk,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,353500,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Krasnodar Region,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,792,529  825  746  763  792  762  520  771  510,Maritime Administration of Astrakhan Port,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,Kapitana Krasnova Street 31,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,Astrakhan,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,414016,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
510,510  510  510  510  510  510  510  510  510,825,529  825  746  763  792  762  520  771  510,HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT,Federal State Institution  HARBOUR MASTER OF PETROPAVLOVSK-KAMCHATSKIY SEA PORT  Harbour Master of Port Temryuk  Harbour Master of the Port of Astrakhan   Maritime Administration of Astrakhan Port  PORT OF NOVOROSSIYSK  Russian Ministry of Transport Marine Fleet Department  THE CAPTAIN OF SEAPORT TAGANROG FEDERAL STATE INSTITUTE OF “TAGANROG MARITIME PORT ADMINISTRATION”  Federal State Institution,26/1 RADIOSVYAZI STR.,Kaliningrad Maritime port Administration (FSI  Kaliningrad MPA)  26/1 RADIOSVYAZI STR.  353500  Zhelyabova 1  Kapitana Krasnova Street 31  2 Mira Str  Sadovo-Samotechnaya Street  10  2  KOMSOMOLSKY SPUSK STR.  Administration of Sea Port "The Bolshoy Port of St. Petersburg",,7  Petra Velikogo emb.  RF- 236006          353900    ROSTOV REGION  (FSI "ASP "BPSt. - Petersburg"),,                ,,                ,PETROPAVLOVSK-KAMCHATSKIY ,Kaliningrad  PETROPAVLOVSK-KAMCHATSKIY   Krasnodar Region  Astrakhan 414000   Astrakhan  Krasnodar Region  Russia  TAGANROG  347922  Harbour Master,RUSSIAN FEDERATION,RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION  RUSSIAN FEDERATION,,        414016        ,False,false  false  false  false  false  false  false  false  true,Test Case Failed
505,505  505,509,505  509,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Ministry of Transport of The Peoples Republic of China  Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,No. 11 Jianguomen Inner Street  Maritime Building  Quanannan Road,Jinjiang  Quanzhou,null  Jinjiang  Quanzhou,null,null  null,Fujian Province,null  Fujian Province,null,Beijing   null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,null,100736  null,True,false  true,Test Case Failed
505,505  505,505,505  509,Ministry of Transport of The Peoples Republic of China,Ministry of Transport of The Peoples Republic of China  Quanzhou Maritime Safety Administration of the Peoples Republic of China,No. 11 Jianguomen Inner Street,No. 11 Jianguomen Inner Street  Maritime Building  Quanannan Road,null,null  Jinjiang  Quanzhou,null,null  null,null,null  Fujian Province,Beijing ,Beijing   null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100736,100736  null,False,false  true,Test Case Failed
504,504  504,504,504  508,Ministry of Transport of The Peoples Republic of China,Ministry of Transport of The Peoples Republic of China  Quanzhou Maritime Safety Administration of the Peoples Republic of China,No. 11 Jianguomen Inner Street,No. 11 Jianguomen Inner Street  Maritime Building  Quanannan Road,null,null  Jinjiang  Quanzhou,null,null  null,null,null  Fujian Province,Beijing ,Beijing   null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100736,100736  null,False,false  true,Test Case Failed
504,504  504,508,504  508,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Ministry of Transport of The Peoples Republic of China  Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,No. 11 Jianguomen Inner Street  Maritime Building  Quanannan Road,Jinjiang  Quanzhou,null  Jinjiang  Quanzhou,null,null  null,Fujian Province,null  Fujian Province,null,Beijing   null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,null,100736  null,True,false  true,Test Case Failed
502,502  502  502  502  502  502  502  502  502,507,766  749  502  827  755  833  819  750  507,Quanzhou Maritime Safety Administration of the Peoples Republic of China,Bureau of Fisheries    Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of The Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA   Quanzhou Maritime Safety Administration of the Peoples Republic of China,Maritime Building  Quanannan Road,Ministry of Agriculture and Rural Affairs   # 520 Binjiang Road East  No. 11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD  Maritime Building  Quanannan Road,Jinjiang  Quanzhou,P.R.China   Haizhu District  null    No.351 Renmin Road  Shibei District  Gongshu District   DINGHAI DISTRICT  Jinjiang  Quanzhou,null,No.11 Nongzhan Nanli     null    Jiangbei District        null,Fujian Province,    null            Fujian Province,null,Beijing    Guangzhou  Beijing   Nanjing 210009  Ningbo  Qingdao  Shandong  Hangzhou   ZHOUSHAN  null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,null,100125    100736      266011      null,True,false  false  false  false  false  false  false  false  true,Test Case Failed
502,502  502  502  502  502  502  502  502  502,502,766  749  502  827  755  833  819  750  507,Ministry of Transport of The Peoples Republic of China,Bureau of Fisheries    Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of The Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA   Quanzhou Maritime Safety Administration of the Peoples Republic of China,No. 11 Jianguomen Inner Street,Ministry of Agriculture and Rural Affairs   # 520 Binjiang Road East  No. 11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD  Maritime Building  Quanannan Road,null,P.R.China   Haizhu District  null    No.351 Renmin Road  Shibei District  Gongshu District   DINGHAI DISTRICT  Jinjiang  Quanzhou,null,No.11 Nongzhan Nanli     null    Jiangbei District        null,null,    null            Fujian Province,Beijing ,Beijing    Guangzhou  Beijing   Nanjing 210009  Ningbo  Qingdao  Shandong  Hangzhou   ZHOUSHAN  null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,100736,100125    100736      266011      null,False,false  false  false  false  false  false  false  false  true,Test Case Failed
502,502  502  502  502  502  502  502  502  502,827,766  749  502  827  755  833  819  750  507,Nanjing Maritime Safety Administration of the People’s Republic of China,Bureau of Fisheries    Guangzhou Maritime Safety Administration of the Peoples Republic of China  Ministry of Transport of The Peoples Republic of China  Nanjing Maritime Safety Administration of the People’s Republic of China  Ningbo  Qingdao Maritime Safety Administration  ZheJiang Maritime Safety Administration of People’s Republic of China  ZHOUSHAN MARITIME SAFETY ADMINISTRATION OF PEOPLE’S REPUBLIC OF CHINA   Quanzhou Maritime Safety Administration of the Peoples Republic of China,No.238 Central Road,Ministry of Agriculture and Rural Affairs   # 520 Binjiang Road East  No. 11 Jianguomen Inner Street  No.238 Central Road  Ningbo Maritime Safety Administration of People's Republic of China  No.1  Ningbo Road  No.1 Yeqingdou Road   NO. 368 HUANGCHENG SOUTH ROAD  Maritime Building  Quanannan Road,,P.R.China   Haizhu District  null    No.351 Renmin Road  Shibei District  Gongshu District   DINGHAI DISTRICT  Jinjiang  Quanzhou,,No.11 Nongzhan Nanli     null    Jiangbei District        null,,    null            Fujian Province,Nanjing 210009,Beijing    Guangzhou  Beijing   Nanjing 210009  Ningbo  Qingdao  Shandong  Hangzhou   ZHOUSHAN  null,CHINA  PEOPLES REPUBLIC OF,CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF  CHINA  PEOPLES REPUBLIC OF,,100125    100736      266011      null,False,false  false  false  false  false  false  false  false  true,Test Case Failed
